,topics,project_name,useful_lines_of_code_(uloc),duplicate_uloc,architecture_type,core,core_size,central_size,propagation_cost,percent_files_overly_complex,useful_comment_density,percent_duplicate_uloc,overall_score,architecture_score,clarity_score,complexity_score,explanation,benchmark_selection,benchmark_count
672,[],PaddlePaddle/models,239744,27544,Hierarchical,False,0.3,23.2,0.535,0.3,7.0,11.488921516284037,3.12,1.72,0.44,0.96,"{'useful_comment_density': 'useful_comment_density percentile: 44.0(+0.44)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 12.0(+0.88)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 92.0(+0.08)', 'propagation_cost': 'propagation_cost percentile: 12.0(+0.88)', 'core_size': 'core_size percentile: 16.0(+0.84)'}",NEAREST,25
3,[],tensorflow/models,239744,27544,Hierarchical,False,0.3,23.2,0.535,0.3,7.0,11.488921516284037,3.12,1.72,0.44,0.96,"{'useful_comment_density': 'useful_comment_density percentile: 44.0(+0.44)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 12.0(+0.88)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 92.0(+0.08)', 'propagation_cost': 'propagation_cost percentile: 12.0(+0.88)', 'core_size': 'core_size percentile: 16.0(+0.84)'}",NEAREST,25
4,[],ytdl-org/youtube-dl,119184,530,Hierarchical,False,2.8,89.8,7.428,0.9,3.9,0.44469056249160965,3.2,1.26,0.18,1.76,"{'useful_comment_density': 'useful_comment_density percentile: 18.42105263157895(+0.1842105263157895)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 18.42105263157895(+0.8157894736842105)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 5.2631578947368425(+0.9473684210526315)', 'propagation_cost': 'propagation_cost percentile: 39.473684210526315(+0.6052631578947368)', 'core_size': 'core_size percentile: 34.21052631578947(+0.6578947368421052)'}",LOC,38
5,"['python', 'flask', 'wsgi', 'web-framework', 'werkzeug', 'jinja']",pallets/flask,9380,106,Core-Periphery,True,13.7,52.1,13.455,1.4,9.0,1.1300639658848615,2.57,0.65,0.62,1.3,"{'useful_comment_density': 'useful_comment_density percentile: 62.20472440944882(+0.6220472440944882)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 49.21259842519685(+0.5078740157480315)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.47244094488189(+0.795275590551181)', 'propagation_cost': 'propagation_cost percentile: 48.031496062992126(+0.5196850393700787)', 'core_size': 'core_size percentile: 87.4015748031496(+0.125984251968504)'}",LOC,127
6,"['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']",keras-team/keras,43750,4454,Core-Periphery,True,37.0,53.1,37.972,3.1,7.6,10.18057142857143,1.21,0.11,0.49,0.61,"{'useful_comment_density': 'useful_comment_density percentile: 49.333333333333336(+0.49333333333333335)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 58.666666666666664(+0.41333333333333333)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 80.0(+0.2)', 'propagation_cost': 'propagation_cost percentile: 93.33333333333333(+0.06666666666666671)', 'core_size': 'core_size percentile: 96.0(+0.04)'}",LOC,75
7,"['python', 'django', 'web', 'framework', 'orm', 'templates', 'models', 'views', 'apps']",django/django,232030,5101,Borderline Core-Periphery,True,4.6,60.6,6.176,5.1,8.9,2.1984226177649444,2.72,0.96,0.48,1.28,"{'useful_comment_density': 'useful_comment_density percentile: 48.0(+0.48)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 52.0(+0.48)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 20.0(+0.8)', 'propagation_cost': 'propagation_cost percentile: 40.0(+0.6)', 'core_size': 'core_size percentile: 64.0(+0.36)'}",NEAREST,25
8,"['http', 'cli', 'client', 'terminal', 'web', 'json', 'development', 'rest', 'debugging', 'python', 'usability', 'httpie', 'developer-tools', 'http-client', 'wget', 'curl', 'jakubroztocil', 'devops', 'api', 'api-client']",jakubroztocil/httpie,4370,24,Core-Periphery,True,8.0,6.0,31.36,0.0,7.9,0.5491990846681922,2.25,0.33,0.38,1.54,"{'useful_comment_density': 'useful_comment_density percentile: 38.01652892561984(+0.38016528925619836)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 28.925619834710744(+0.7107438016528925)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 17.355371900826448(+0.8264462809917356)', 'propagation_cost': 'propagation_cost percentile: 93.38842975206612(+0.06611570247933883)', 'core_size': 'core_size percentile: 73.55371900826447(+0.2644628099173553)'}",LOC,121
10,"['python', 'http', 'forhumans', 'requests', 'kennethreitz', 'python-requests', 'client']",psf/requests,5710,20,Borderline Core-Periphery,True,5.7,51.4,10.694,2.9,14.9,0.3502626970227671,3.13,1.09,0.9,1.14,"{'useful_comment_density': 'useful_comment_density percentile: 90.2439024390244(+0.9024390243902439)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 72.35772357723577(+0.2764227642276423)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 13.821138211382113(+0.8617886178861789)', 'propagation_cost': 'propagation_cost percentile: 26.016260162601625(+0.7398373983739838)', 'core_size': 'core_size percentile: 65.04065040650407(+0.3495934959349593)'}",LOC,123
11,"['python', 'ansible']",ansible/ansible,1443475,219061,Hierarchical,False,0.2,50.6,1.162,1.2,3.0,15.175946933615062,2.92,1.72,0.2,1.0,"{'useful_comment_density': 'useful_comment_density percentile: 20.0(+0.2)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 24.0(+0.76)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 76.0(+0.24)', 'propagation_cost': 'propagation_cost percentile: 20.0(+0.8)', 'core_size': 'core_size percentile: 8.0(+0.92)'}",NEAREST,25
12,"['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']",scikit-learn/scikit-learn,120295,2601,Core-Periphery,True,13.4,55.9,15.18,1.1,13.0,2.1621846294525957,3.09,0.61,0.87,1.61,"{'useful_comment_density': 'useful_comment_density percentile: 86.84210526315789(+0.8684210526315789)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 26.31578947368421(+0.736842105263158)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 13.157894736842104(+0.8684210526315789)', 'propagation_cost': 'propagation_cost percentile: 63.1578947368421(+0.368421052631579)', 'core_size': 'core_size percentile: 76.3157894736842(+0.23684210526315794)'}",LOC,38
13,"['python', 'scraping', 'crawling', 'framework', 'crawler']",scrapy/scrapy,27625,470,Hierarchical,False,2.7,16.2,9.106,1.7,4.9,1.7013574660633486,2.81,1.23,0.2,1.38,"{'useful_comment_density': 'useful_comment_density percentile: 19.523809523809526(+0.19523809523809527)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 45.714285714285715(+0.5428571428571428)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 16.19047619047619(+0.8380952380952381)', 'propagation_cost': 'propagation_cost percentile: 40.0(+0.6)', 'core_size': 'core_size percentile: 37.142857142857146(+0.6285714285714286)'}",LOC,105
15,"['goagent', 'gfw', 'proxy', 'vpn', 'uncensored']",XX-net/XX-Net,300443,58487,Hierarchical,False,3.6,30.1,3.842,9.2,13.6,19.466920514040932,2.22,1.12,0.88,0.22,"{'useful_comment_density': 'useful_comment_density percentile: 88.0(+0.88)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 82.0(+0.18)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 96.0(+0.04)', 'propagation_cost': 'propagation_cost percentile: 36.0(+0.64)', 'core_size': 'core_size percentile: 52.0(+0.48)'}",NEAREST,25
16,"['machine-learning', 'face-detection', 'face-recognition', 'python']",ageitgey/face_recognition,1319,74,Core-Periphery,True,7.1,17.9,4.337,0.0,38.2,5.610310841546626,3.06,1.23,0.95,0.88,"{'useful_comment_density': 'useful_comment_density percentile: 94.87179487179488(+0.9487179487179488)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 47.43589743589744(+0.5256410256410257)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 64.1025641025641(+0.358974358974359)', 'propagation_cost': 'propagation_cost percentile: 5.128205128205129(+0.9487179487179488)', 'core_size': 'core_size percentile: 71.7948717948718(+0.28205128205128205)'}",LOC,39
17,[],soimort/you-get,10732,261,Hierarchical,False,2.2,67.6,11.925,0.0,8.3,2.431979127841968,3.31,1.28,0.58,1.45,"{'useful_comment_density': 'useful_comment_density percentile: 57.69230769230769(+0.576923076923077)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 15.384615384615385(+0.8461538461538461)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 40.0(+0.6)', 'propagation_cost': 'propagation_cost percentile: 41.53846153846154(+0.5846153846153846)', 'core_size': 'core_size percentile: 30.76923076923077(+0.6923076923076923)'}",LOC,130
18,[],python/cpython,573087,34656,Hierarchical,False,3.0,51.7,0.7809999999999999,13.3,14.4,6.047249370514424,2.96,1.36,0.92,0.68,"{'useful_comment_density': 'useful_comment_density percentile: 92.0(+0.92)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 84.0(+0.16)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 48.0(+0.52)', 'propagation_cost': 'propagation_cost percentile: 20.0(+0.8)', 'core_size': 'core_size percentile: 44.0(+0.56)'}",NEAREST,25
20,"['python', 'home-automation', 'iot', 'internet-of-things', 'mqtt', 'raspberry-pi', 'asyncio']",home-assistant/home-assistant,346034,29173,Hierarchical,False,2.2,51.3,2.377,0.3,3.1,8.430674442395834,2.68,1.24,0.2,1.24,"{'useful_comment_density': 'useful_comment_density percentile: 20.0(+0.2)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 12.0(+0.88)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 64.0(+0.36)', 'propagation_cost': 'propagation_cost percentile: 32.0(+0.68)', 'core_size': 'core_size percentile: 44.0(+0.56)'}",NEAREST,25
21,"['acme', 'acme-client', 'certbot', 'certificate', 'letsencrypt', 'python']",certbot/certbot,40834,1811,Hierarchical,False,1.9,54.3,2.951,1.9,15.2,4.435029632169271,3.81,1.75,0.94,1.12,"{'useful_comment_density': 'useful_comment_density percentile: 94.04761904761905(+0.9404761904761905)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 41.07142857142857(+0.5892857142857143)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 46.42857142857143(+0.5357142857142857)', 'propagation_cost': 'propagation_cost percentile: 4.761904761904762(+0.9523809523809524)', 'core_size': 'core_size percentile: 20.238095238095237(+0.7976190476190476)'}",LOC,84
23,[],isocpp/CppCoreGuidelines,3411,0,Hierarchical,False,0.0,66.7,44.443999999999996,0.0,35.4,0.0,3.44,0.85,1.0,1.59,"{'useful_comment_density': 'useful_comment_density percentile: 100.0(+1.0)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 32.5(+0.675)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 8.333333333333334(+0.9166666666666667)', 'propagation_cost': 'propagation_cost percentile: 99.16666666666667(+0.008333333333333286)', 'core_size': 'core_size percentile: 15.416666666666666(+0.8458333333333333)'}",LOC,120
25,"['faceswap', 'face-swap', 'deep-learning', 'deeplearning', 'deep-neural-networks', 'deepfakes', 'deepface', 'deep-face-swap', 'fakeapp', 'neural-networks', 'neural-nets', 'openfaceswap', 'myfakeapp', 'machine-learning']",deepfakes/faceswap,24690,878,Hierarchical,False,3.4,29.3,7.682,2.0,5.6,3.5560955852571894,2.75,1.26,0.32,1.17,"{'useful_comment_density': 'useful_comment_density percentile: 32.0(+0.32)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 51.0(+0.49)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 32.0(+0.68)', 'propagation_cost': 'propagation_cost percentile: 31.0(+0.69)', 'core_size': 'core_size percentile: 42.5(+0.575)'}",LOC,100
27,"['crash-reporting', 'crash-reports', 'error-monitoring', 'monitoring', 'devops', 'csp-report', 'django', 'error-logging']",getsentry/sentry,892920,724213,Core-Periphery,True,6.7,55.9,8.125,0.6,1.4,81.10614612731264,1.56,0.6,0.12,0.84,"{'useful_comment_density': 'useful_comment_density percentile: 12.0(+0.12)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 16.0(+0.84)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 100.0(+0.0)', 'propagation_cost': 'propagation_cost percentile: 64.0(+0.36)', 'core_size': 'core_size percentile: 76.0(+0.24)'}",NEAREST,25
30,"['data-analysis', 'pandas', 'flexible', 'alignment', 'python']",pandas-dev/pandas,267105,9495,Hierarchical,False,0.6,29.2,0.22399999999999998,13.6,9.6,3.5547818273712584,3.04,1.76,0.64,0.64,"{'useful_comment_density': 'useful_comment_density percentile: 64.0(+0.64)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 88.0(+0.12)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 48.0(+0.52)', 'propagation_cost': 'propagation_cost percentile: 0.0(+1.0)', 'core_size': 'core_size percentile: 24.0(+0.76)'}",NEAREST,25
32,[],fxsjy/jieba,194350,900,Hierarchical,False,0.0,65.4,12.537,1.9,0.0,0.463082068433239,3.05,1.37,0.06,1.62,"{'useful_comment_density': 'useful_comment_density percentile: 5.769230769230769(+0.05769230769230769)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 26.923076923076923(+0.7307692307692308)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 11.538461538461538(+0.8846153846153847)', 'propagation_cost': 'propagation_cost percentile: 57.69230769230769(+0.4230769230769231)', 'core_size': 'core_size percentile: 5.769230769230769(+0.9423076923076923)'}",LOC,26
34,['aws'],localstack/localstack,12725,152,Core-Periphery,True,18.7,29.0,23.094,0.0,9.4,1.194499017681729,2.63,0.29,0.69,1.65,"{'useful_comment_density': 'useful_comment_density percentile: 68.8(+0.688)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 16.0(+0.84)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 19.2(+0.8079999999999999)', 'propagation_cost': 'propagation_cost percentile: 79.2(+0.20799999999999996)', 'core_size': 'core_size percentile: 92.0(+0.08)'}",LOC,125
35,"['fp-growth', 'apriori', 'mahchine-leaning', 'naivebayes', 'svm', 'adaboost', 'kmeans', 'svd', 'pca', 'logistic', 'regression', 'recommendedsystem', 'sklearn', 'scikit-learn', 'nlp', 'deeplearning', 'python', 'dnn', 'lstm', 'rnn']",apachecn/AiLearning,10892,7798,Hierarchical,False,1.7,27.4,1.074,0.0,38.4,71.59383033419023,3.59,1.75,1.0,0.84,"{'useful_comment_density': 'useful_comment_density percentile: 100.0(+1.0)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 15.76923076923077(+0.8423076923076923)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 100.0(+0.0)', 'propagation_cost': 'propagation_cost percentile: 0.7692307692307693(+0.9923076923076922)', 'core_size': 'core_size percentile: 23.846153846153847(+0.7615384615384616)'}",LOC,130
37,"['itchat', 'wechat', 'api', 'robot']",littlecodersh/ItChat,2326,96,Core-Periphery,True,11.1,11.1,37.963,0.0,2.7,4.12725709372313,1.18,0.21,0.04,0.93,"{'useful_comment_density': 'useful_comment_density percentile: 3.75(+0.0375)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 38.125(+0.61875)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 68.75(+0.3125)', 'propagation_cost': 'propagation_cost percentile: 97.5(+0.025)', 'core_size': 'core_size percentile: 81.25(+0.1875)'}",LOC,80
38,"['python', 'asynchronous']",tornadoweb/tornado,25882,89,Core-Periphery,True,6.1,50.0,14.097000000000001,14.0,13.6,0.3438683254771656,2.66,0.81,0.83,1.02,"{'useful_comment_density': 'useful_comment_density percentile: 82.52427184466019(+0.8252427184466019)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 96.11650485436893(+0.03883495145631073)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 1.941747572815534(+0.9805825242718447)', 'propagation_cost': 'propagation_cost percentile: 60.19417475728155(+0.3980582524271845)', 'core_size': 'core_size percentile: 59.22330097087379(+0.4077669902912621)'}",LOC,103
39,"['pip', 'python', 'packaging', 'virtualenv', 'pipfile', 'kennethreitz']",pypa/pipenv,190459,19143,Core-Periphery,True,12.0,22.9,13.458,4.9,10.1,10.050982101134627,1.89,0.54,0.62,0.73,"{'useful_comment_density': 'useful_comment_density percentile: 61.53846153846154(+0.6153846153846154)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 53.84615384615385(+0.4615384615384615)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 73.07692307692308(+0.2692307692307692)', 'propagation_cost': 'propagation_cost percentile: 65.38461538461539(+0.34615384615384615)', 'core_size': 'core_size percentile: 80.76923076923077(+0.19230769230769226)'}",LOC,26
41,[],openai/gym,10986,428,Hierarchical,False,3.4,30.3,7.148,0.0,6.1,3.8958674676861462,2.96,1.34,0.32,1.3,"{'useful_comment_density': 'useful_comment_density percentile: 32.28346456692913(+0.3228346456692913)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 15.748031496062993(+0.84251968503937)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 54.330708661417326(+0.45669291338582674)', 'propagation_cost': 'propagation_cost percentile: 22.04724409448819(+0.7795275590551181)', 'core_size': 'core_size percentile: 43.7007874015748(+0.562992125984252)'}",LOC,127
43,['mxnet'],apache/incubator-mxnet,113197,10273,Core-Periphery,True,6.4,23.1,16.15,1.1,6.7,9.075328851471328,2.13,0.79,0.36,0.98,"{'useful_comment_density': 'useful_comment_density percentile: 35.714285714285715(+0.35714285714285715)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 26.19047619047619(+0.7380952380952381)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 76.19047619047619(+0.2380952380952381)', 'propagation_cost': 'propagation_cost percentile: 69.04761904761905(+0.3095238095238095)', 'core_size': 'core_size percentile: 52.38095238095238(+0.4761904761904762)'}",LOC,42
45,"['docker', 'python', 'docker-compose', 'orchestration']",docker/compose,23126,1018,Hierarchical,False,2.2,20.0,12.728,10.0,1.4,4.401971806624578,1.82,1.16,0.01,0.65,"{'useful_comment_density': 'useful_comment_density percentile: 0.9345794392523364(+0.009345794392523364)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 94.39252336448598(+0.056074766355140186)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 40.18691588785047(+0.5981308411214953)', 'propagation_cost': 'propagation_cost percentile: 56.074766355140184(+0.4392523364485982)', 'core_size': 'core_size percentile: 28.037383177570092(+0.719626168224299)'}",LOC,107
47,"['python', 'security', 'man-in-the-middle', 'tls', 'ssl', 'http', 'http2', 'websocket', 'proxy']",mitmproxy/mitmproxy,43375,1661,Hierarchical,False,3.8,50.4,6.421,0.8,4.2,3.8293948126801154,2.86,1.41,0.09,1.36,"{'useful_comment_density': 'useful_comment_density percentile: 9.210526315789474(+0.09210526315789475)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 21.05263157894737(+0.7894736842105263)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 43.421052631578945(+0.5657894736842105)', 'propagation_cost': 'propagation_cost percentile: 18.42105263157895(+0.8157894736842105)', 'core_size': 'core_size percentile: 40.78947368421053(+0.5921052631578947)'}",LOC,76
51,"['python', 'django', 'api', 'rest']",encode/django-rest-framework,25075,1518,Core-Periphery,True,11.6,51.6,15.434000000000001,7.1,5.2,6.053838484546361,1.52,0.64,0.26,0.62,"{'useful_comment_density': 'useful_comment_density percentile: 26.237623762376238(+0.2623762376237624)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 86.13861386138613(+0.13861386138613865)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 51.48514851485149(+0.48514851485148514)', 'propagation_cost': 'propagation_cost percentile: 66.33663366336634(+0.3366336633663366)', 'core_size': 'core_size percentile: 69.3069306930693(+0.306930693069307)'}",LOC,101
54,"['python', 'cli']",google/python-fire,5632,64,Hierarchical,False,3.4,12.1,22.83,3.4,8.8,1.1363636363636365,2.31,0.85,0.54,0.92,"{'useful_comment_density': 'useful_comment_density percentile: 54.4(+0.544)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 76.0(+0.24)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 32.0(+0.68)', 'propagation_cost': 'propagation_cost percentile: 77.6(+0.22400000000000006)', 'core_size': 'core_size percentile: 37.6(+0.624)'}",LOC,125
55,"['sql-injection', 'detection', 'exploitation', 'takeover', 'python', 'database', 'pentesting', 'vulnerability-scanner']",sqlmapproject/sqlmap,51186,1484,Hierarchical,False,2.2,34.9,14.354000000000001,2.5,10.5,2.8992302582737466,3.08,1.13,0.74,1.21,"{'useful_comment_density': 'useful_comment_density percentile: 74.02597402597402(+0.7402597402597402)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 48.05194805194805(+0.5194805194805194)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 31.16883116883117(+0.6883116883116884)', 'propagation_cost': 'propagation_cost percentile: 58.44155844155844(+0.41558441558441556)', 'core_size': 'core_size percentile: 28.571428571428573(+0.7142857142857143)'}",LOC,77
56,"['bittorrent', 'p2p', 'bitcoin', 'anonymity', 'torrent', 'realtime', 'decentralized', 'internet-freedom', 'anticensorship', 'web', 'tor', 'python']",HelloZeroNet/ZeroNet,25789,212,Core-Periphery,True,17.3,38.6,18.915,1.8,11.3,0.8220559153127303,2.7,0.47,0.76,1.47,"{'useful_comment_density': 'useful_comment_density percentile: 75.72815533980582(+0.7572815533980582)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 46.601941747572816(+0.5339805825242718)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 6.796116504854369(+0.9320388349514563)', 'propagation_cost': 'propagation_cost percentile: 73.7864077669903(+0.2621359223300971)', 'core_size': 'core_size percentile: 79.6116504854369(+0.20388349514563103)'}",LOC,103
57,"['natural-language-processing', 'data-science', 'big-data', 'machine-learning', 'python', 'cython', 'nlp', 'artificial-intelligence', 'ai', 'spacy', 'nlp-library', 'neural-network', 'neural-networks', 'deep-learning']",explosion/spaCy,101510,2418,Hierarchical,False,0.7,70.9,1.626,0.2,2.5,2.382031326962861,3.71,1.92,0.1,1.69,"{'useful_comment_density': 'useful_comment_density percentile: 10.204081632653061(+0.10204081632653061)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 6.122448979591836(+0.9387755102040817)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 24.489795918367346(+0.7551020408163265)', 'propagation_cost': 'propagation_cost percentile: 6.122448979591836(+0.9387755102040817)', 'core_size': 'core_size percentile: 2.0408163265306123(+0.9795918367346939)'}",LOC,49
59,"['python', 'multi-platform', 'monitoring', 'system', 'terminal', 'web', 'restful', 'restful-api']",nicolargo/glances,10932,112,Hierarchical,False,2.8,55.6,7.922000000000001,4.6,22.4,1.0245151847786316,3.39,1.38,0.98,1.03,"{'useful_comment_density': 'useful_comment_density percentile: 98.44961240310077(+0.9844961240310077)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 77.51937984496124(+0.22480620155038764)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 19.37984496124031(+0.8062015503875969)', 'propagation_cost': 'propagation_cost percentile: 24.031007751937985(+0.7596899224806202)', 'core_size': 'core_size percentile: 37.98449612403101(+0.6201550387596899)'}",LOC,129
60,"['python', 'adb', 'wechat-app']",wangshub/wechat_jump_game,1753,184,Core-Periphery,True,9.5,57.1,12.245,0.0,14.3,10.496292070735882,2.44,0.97,0.77,0.7,"{'useful_comment_density': 'useful_comment_density percentile: 76.92307692307692(+0.7692307692307692)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 43.84615384615385(+0.5615384615384615)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 86.15384615384616(+0.13846153846153839)', 'propagation_cost': 'propagation_cost percentile: 21.53846153846154(+0.7846153846153845)', 'core_size': 'core_size percentile: 81.53846153846153(+0.18461538461538468)'}",LOC,65
61,[],tensorflow/magenta,53662,3982,Hierarchical,False,0.8,23.5,4.77,2.0,7.6,7.420521039096567,3.12,1.73,0.46,0.93,"{'useful_comment_density': 'useful_comment_density percentile: 45.833333333333336(+0.45833333333333337)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 40.27777777777778(+0.5972222222222222)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 66.66666666666667(+0.33333333333333326)', 'propagation_cost': 'propagation_cost percentile: 20.833333333333332(+0.7916666666666667)', 'core_size': 'core_size percentile: 6.25(+0.9375)'}",LOC,72
63,"['ipython', 'jupyter', 'data-science', 'notebook', 'python', 'repl']",ipython/ipython,37167,556,Core-Periphery,True,15.1,53.3,15.283,2.6,16.5,1.4959507089622515,2.91,0.65,0.95,1.31,"{'useful_comment_density': 'useful_comment_density percentile: 94.89795918367346(+0.9489795918367346)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 58.16326530612245(+0.41836734693877553)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 11.224489795918368(+0.8877551020408163)', 'propagation_cost': 'propagation_cost percentile: 64.28571428571429(+0.3571428571428571)', 'core_size': 'core_size percentile: 70.40816326530613(+0.2959183673469387)'}",LOC,98
62,"['mask-rcnn', 'tensorflow', 'object-detection', 'instance-segmentation', 'keras']",matterport/Mask_RCNN,3261,80,Hierarchical,False,0.0,18.2,27.273000000000003,0.0,35.1,2.453235203925176,3.1,0.98,0.99,1.13,"{'useful_comment_density': 'useful_comment_density percentile: 99.12280701754386(+0.9912280701754387)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 32.89473684210526(+0.6710526315789473)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 54.3859649122807(+0.456140350877193)', 'propagation_cost': 'propagation_cost percentile: 85.08771929824562(+0.14912280701754382)', 'core_size': 'core_size percentile: 16.666666666666668(+0.8333333333333333)'}",LOC,114
64,['airflow'],apache/airflow,113517,8485,Core-Periphery,True,9.8,53.0,13.155999999999999,2.6,5.2,7.474651373803043,1.8,0.71,0.29,0.8,"{'useful_comment_density': 'useful_comment_density percentile: 28.571428571428573(+0.28571428571428575)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 48.80952380952381(+0.5119047619047619)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 71.42857142857143(+0.2857142857142857)', 'propagation_cost': 'propagation_cost percentile: 54.76190476190476(+0.4523809523809524)', 'core_size': 'core_size percentile: 73.80952380952381(+0.2619047619047619)'}",LOC,42
65,"['redash', 'python', 'visualization', 'analytics', 'bi', 'redshift', 'bigquery', 'athena', 'mysql', 'postgresql', 'dashboard', 'javascript', 'business-intelligence']",getredash/redash,20718,678,Core-Periphery,True,13.9,50.2,14.415999999999999,0.0,2.7,3.2725166521865043,2.18,0.59,0.06,1.53,"{'useful_comment_density': 'useful_comment_density percentile: 6.0344827586206895(+0.06034482758620689)', 'percent_files_overly_complex': 'percent_files_overly_complex percentile: 9.482758620689655(+0.9051724137931035)', 'percent_duplicate_uloc': 'percent_duplicate_uloc percentile: 37.93103448275862(+0.6206896551724138)', 'propagation_cost': 'propagation_cost percentile: 63.793103448275865(+0.3620689655172413)', 'core_size': 'core_size percentile: 77.58620689655173(+0.2241379310344827)'}",LOC,116
